student_id,5th_score,10th_score,hours_studied,mother_edu,female
659,-0.0515,76.888,10.99,7,1
660,0.1201,75.329,10.8,9.4,1
661,0.0705,72.323,11.87,11.2,1
662,0.9967,94.479,14.79,11.7,1
663,0.7474,67.117,8.83,6.6,0
664,0.3441,88.029,10.88,9.4,0
665,0.0904,77.544,14.8,7.3,0
666,1.2617,83.032,16.47,11.5,1
667,0.9372,89.5,14.54,12.1,0
668,0.176,70.098,13.03,7.4,0
669,-1.517,34.383,8.28,7.2,0
670,1.6477,86.169,16.24,8.3,1
671,-0.6423,56.174,8.51,8.2,0
672,-0.3893,63.119,12.46,9.9,1
673,-0.4414,62.256,11.42,10.6,1
674,-0.0093,68.161,14.02,13,0
675,0.5949,80.214,11.88,8.8,1
676,-0.871,52.315,11.81,11.1,1
677,0.4235,85.921,16.25,8,0
678,-0.3455,75.273,11.84,8.8,1
679,0.8863,71.71,11.4,14.2,0
680,0.3377,72.686,11.95,7.8,0
681,0.6828,69.306,14.12,9.9,0
682,-0.5354,61.127,9.9,8.4,0
683,-0.8579,65.537,12.9,9.4,1
684,-2.0846,21.185,9.72,12.7,1
685,1.7449,79.564,16.28,11.1,0
686,-0.4272,70.055,11.18,9.3,0
687,-0.0003,65.176,11.82,10.1,0
688,-0.0246,59.19,11.14,12.3,1
689,0.4631,80.909,14.45,11.2,1
690,0.2909,78.738,12.1,5.4,0
691,0.6778,82.988,13.95,9.8,0
692,-0.6867,57.808,7.18,14.2,1
693,0.6314,78.976,13.2,12.8,1
694,1.2197,80.432,19.73,10,0
695,1.7798,94.872,12.41,11.8,0
696,-1.8018,24.368,9.96,9.2,0
697,0.0597,69.512,12.53,11.2,0
698,0.3387,76.628,14.31,9.9,0
699,-0.5498,57.739,8.48,9.4,1
700,-0.1162,63.694,14.56,5,1
701,1.8566,77.668,12.57,12.1,0
702,-2.1592,25.219,9.3,5.7,0
703,0.2509,83.982,15.19,8.9,0
704,-2.0142,29.692,4.26,9.8,1
705,0.4404,69.807,12.61,9.9,0
706,1.1843,82.838,12.48,10.5,0
707,-0.0507,70.167,11.09,9.7,0
708,-2.5227,16.5,6.42,9.3,1
709,2.5375,108.521,15.25,10.3,0
710,-1.4865,38.174,7.8,9,0
711,1.0355,94.781,18.16,10.7,1
712,-0.5353,58.355,11.04,8.8,0
713,-0.7043,50.124,13.1,11.1,0
714,-0.8378,58.335,9.18,10.3,1
715,0.8644,88.697,14.01,8.7,1
716,0.119,85.206,14.4,14.7,0
717,0.9702,78.979,11.65,9.2,1
718,-0.5403,64.802,12.37,7.1,0
719,1.4631,103.3,17.35,7.4,0
720,-1.1508,47.309,4.54,11.1,1
721,0.6075,85.24,13.83,6.6,1
722,1.4459,78.765,18.4,10.1,0
723,1.8992,94.847,12.94,10.8,1
724,0.1699,72.422,12.93,7.1,0
725,0.3342,85.168,13.55,7.9,1
726,1.121,76.034,13.64,7.1,1
727,-0.1993,71.835,11.94,7.3,0
728,0.6839,78.981,13.24,12.8,0
729,-0.271,68.195,13.85,9.9,1
730,-0.5456,61.344,9.51,8.1,1
731,0.2608,84.66,18.39,8.4,1
732,1.0571,86.128,12.23,12.8,0
733,-0.5866,59.388,11.49,7.4,1
734,0.4504,72.3,11.54,10,0
735,-0.564,56.814,8.93,8.8,1
736,0.0063,71.731,16.46,10.1,1
737,1.4225,90.074,14.58,11.2,1
738,0.8871,74.465,11.63,9.8,1
739,-0.5436,54.338,14.43,11.3,1
740,0.7908,83.13,10.63,11.7,1
741,-1.2624,46.911,8.28,7.9,1
742,0.0209,65.525,12.56,8.7,1
743,0.4175,75.215,16.41,10.9,0
744,-0.9358,54.005,5.58,9.8,1
745,1.3351,69.827,12.59,9.3,0
746,-0.6896,71.825,11.39,7.9,1
747,-0.4129,67.258,9.35,9.6,0
748,-1.0399,59.623,8.9,13.5,1
749,0.0295,59.731,8.58,15,1
750,0.8362,73.413,13.18,11.3,1
751,1.4215,89.334,14.56,8.8,1
752,2.1599,78.937,17.53,14.3,0
753,1.1817,82.062,18.4,8.2,0
754,1.1915,74.076,9.77,11.4,1
755,0.2685,81.083,8.75,10.2,1
756,0.0605,69.892,12.75,7.8,1
757,1.0832,82.137,12.43,11.2,0
758,-1.5081,52.323,5.76,9.7,0
759,0.4586,81.185,14.85,13.9,1
760,-0.9251,56.724,2.74,11.9,1
761,0.9584,76.391,16.35,15,1
762,0.0133,75.879,15.94,9.6,1
763,-0.9375,59.748,11.59,14.1,0
764,0.3927,66.63,14.9,11.3,1
765,0.1614,63.419,14.51,8,1
766,0.0283,64.123,12.1,10.7,1
767,0.8557,72.045,9.98,9.6,1
768,1.4254,80.743,15.81,10.7,1
769,-0.361,64.965,8.38,9.7,0
770,0.4701,65.439,11.96,9.1,1
771,0.3426,66.536,12.64,11.2,0
772,1.336,86.262,13.55,10.8,1
773,0.1144,74.479,12.3,6.2,1
774,0.2418,82.054,11.92,10.8,0
775,1.5637,79.704,13.39,11.2,1
776,1.5278,96.789,14.59,12.2,0
777,-1.5195,42.663,7.5,10.9,1
778,0.6083,69.144,11.39,12.6,0
779,-0.6413,60.912,8.7,11.8,1
780,-0.5689,62.295,10.26,9.4,1
781,1.3108,100.367,15.3,13,1
782,0.5279,76.322,15.96,9.2,0
783,-0.4576,60.689,9.16,8.8,1
784,1.1711,84.358,19.74,8.7,1
785,0.2823,69.233,9.31,12.6,1
786,2.933,113.989,15.9,14.6,0
787,1.5373,83.589,12.8,10.5,1
788,-0.72,62.893,8.86,11.2,1
789,-1.4488,59.668,10.25,11.8,1
790,-0.6991,59.972,4.79,7.6,0
791,-0.6699,51.28,12.06,7.3,1
792,-0.6561,52.792,12.61,9.3,1
793,0.5414,77.952,18.22,7.7,1
794,0.672,76.082,11.55,7.6,0
795,0.4042,69.438,14.95,7.9,1
796,-0.3588,68.019,10.89,10.4,0
797,0.4416,84.458,14.36,11.5,1
798,-0.9027,43.662,14.33,11.4,1
799,1.5358,91.032,15.24,11.7,1
800,-1.1318,45.718,9.6,8,1
801,-0.6687,62.896,13.04,7.3,0
802,-1.0209,59.499,6.88,13.1,0
803,1.9676,88.513,16.46,11.8,0
804,1.6049,101.46,19.05,13.3,1
805,0.4057,80.902,9.94,10.7,0
806,-1.9542,30.742,7.56,8.6,0
807,0.1254,76.559,16.34,9.9,0
808,1.0713,77.985,14.32,10.9,1
809,-1.7321,43.274,11.57,8.3,0
810,0.9587,81.947,16.34,9.3,1
811,-1.0401,56.505,4.81,11,1
812,2.5133,94.779,13.06,9.9,0
813,1.3901,92.703,17.54,11.8,0
814,-1.1353,53.672,7.74,8.9,0
815,1.0827,89.855,17.23,10.9,1
816,-0.9866,66.853,12.14,8.2,1
817,1.5898,74.713,14.94,13.2,1
818,-1.3498,52.861,6.3,10.2,0
819,0.0336,79.003,14.83,11,1
820,0.4456,74.075,12.92,9.2,1
821,-0.52,66.611,14,11.3,1
822,-0.5573,60.908,9.59,6.2,1
823,-0.8563,56.699,7.11,8,1
824,0.175,72.881,10.73,15.1,1
825,-2.0469,30.47,9.37,7.9,0
826,-1.0773,52.055,9.07,9.1,1
827,-1.8627,18.067,10.65,10.7,1
828,-0.4326,65.358,11.76,13.1,1
829,0.1997,75.296,8.86,8.6,0
830,1.0592,84.836,16.82,8.1,1
831,0.7996,73.64,13.54,7.1,1
832,-0.2601,64.239,14.23,10,1
833,-0.8665,64.91,11.3,11.1,0
834,0.8035,79.854,13,9.2,0
835,-0.5708,53.101,12.36,9.1,0
836,0.4689,86.669,11.71,13.4,0
837,-0.1947,62.954,14.41,9,0
838,-1.2193,54.595,9,7.2,1
839,0.5572,81.012,10.34,7.9,0
840,0.8944,71.227,18.73,10.2,1
841,0.1252,73.506,12.75,10.1,0
842,0.3283,72.045,14.1,10.3,1
843,1.7034,78.558,21.69,13.6,0
844,-0.133,66.078,10.94,8.3,0
845,-0.2531,71.145,13.05,11.4,1
846,0.8232,85.968,11.65,8.9,1
847,0.9109,86.302,15.26,9.7,0
848,-0.451,67.177,12.29,11.7,0
849,1.3234,83.754,21.9,11.6,0
850,0.7977,83.299,8.96,9.9,0
851,-0.9754,68.714,15.21,6.7,1
852,0.2816,80.031,11.99,15.6,0
853,1.9995,85.977,15.82,10.8,0
854,0.0418,76.067,12.79,9.2,0
855,0.7465,65.116,11.66,11.4,0
856,1.0198,80.392,14.07,14,1
857,0.6582,86.114,11.63,9.3,0
858,1.0323,81.665,12.97,10.9,0
859,-2.4649,5.253,7.11,13.1,0
860,0.3334,77.427,12.19,8.3,0
861,-0.1881,62.644,17.24,10,1
862,0.129,73.175,12.88,9.5,1
863,-0.1834,62.61,15.48,5.8,0
864,1.7872,72.668,12.05,10.8,1
865,-0.726,60.187,15.26,6.5,0
866,-0.7093,49.553,9.57,6,1
867,0.8429,96.707,12.19,9.8,0
868,-1.3161,47.422,10.48,9,1
869,0.761,84.906,12.71,9.8,1
870,-1.6177,38.219,4.89,5.1,0
871,0.1681,78.525,12.05,6.5,0
872,1.0829,78.995,17.86,11.2,0
873,1.283,73.398,15.6,14.3,0
874,-0.8601,49.924,9.54,10.5,1
875,0.5005,76.267,10.43,10.1,0
876,0.1035,71.947,11.06,9,0
877,2.3828,70.919,17.63,13.1,1
878,-0.8608,50.754,9.1,11.4,0
879,0.3354,83.975,11.95,10.9,0
880,-0.9585,65.599,10.6,9,1
881,-0.4351,63.704,11.18,8.5,0
882,0.0413,68.422,14.14,6.3,1
883,-1.1626,57.366,10.2,10.6,1
884,0.5519,73.754,11.63,11.8,0
885,1.4541,78.951,15.07,10.1,1
886,1.0143,79.727,15.81,11.8,1
887,0.0597,84.82,9.73,12.6,1
888,0.3823,79.392,9.87,10,1
889,0.0648,72.402,10.7,9.1,0
890,0.5323,89.282,12.86,12.6,1
891,0.8411,81.195,15.89,9.8,1
892,1.0204,68.108,12,11.3,1
893,0.787,72.077,12.51,11.4,1
894,-0.0174,67.667,13.74,11.5,0
895,1.612,86.014,17.04,8.9,0
896,1.4876,82.945,16.59,10.2,1
897,0.2931,78.169,10.87,11.2,1
898,1.3031,84.054,9.43,12.9,1
899,1.5537,103.045,13.54,12,1
900,1.3649,84.256,15.06,7.8,0
901,1.2463,82.188,15.26,10.8,0
902,1.2645,82.472,11.51,12,1
903,1.5502,93.278,11.82,12,0
904,0.3217,78.138,13.33,7.5,0
905,0.1503,72.466,17.96,11.1,1
906,0.1272,72.144,10.44,7.9,0
907,1.5988,100.402,17.55,8,1
908,-3.8151,-77.524,7.83,9.4,0
909,-0.376,64.726,11.48,9.7,0
910,3.1588,104.324,13.37,14,0
911,-1.2269,44.111,3.95,11.9,0
912,-0.8978,56.254,11.35,10.6,1
913,-0.166,59.683,13.63,8.6,1
914,-0.6688,60.597,7.87,8.2,1
915,0.2203,73.173,11.91,8.1,1
916,0.2301,79.346,13.57,7.6,0
917,-0.1195,71.295,15.35,11.8,1
918,0.9199,74.19,11.61,11.6,1
919,2.4503,104.792,11.86,11.4,0
920,-1.3162,61.146,12.76,9.3,1
921,-1.4046,52.117,5.97,9.7,1
922,0.2665,74.468,11.11,11,0
923,0.7436,84.778,10.14,9.3,1
924,1.3247,83.804,12.92,12.5,0
925,0.3501,78.101,15.16,9.8,0
926,-1.3376,41.904,11.64,10,1
927,0.3805,71.671,10.39,9.9,0
928,0.7289,74.998,12.65,9.6,1
929,-0.6232,60.919,18.93,8.9,0
930,1.4107,85.911,14.24,8.1,1
931,2.0963,93.377,16.39,14.6,0
932,-0.5806,55.144,9.34,7.9,0
933,-1.6309,22.751,8.18,4.5,0
934,1.3593,86.679,12.19,7.6,0
935,-0.4017,57.569,9.39,8.1,1
936,0.9487,71.714,11.32,9.7,1
937,0.2598,81.587,13.68,11.3,0
938,-2.5179,5.766,9.4,5.4,1
939,-0.2864,70.321,12.36,7.8,1
940,0.2143,69.068,12.83,10.1,1
941,-2.2351,26.075,6.86,9.1,1
942,-0.3478,56.362,8.45,7.8,1
943,1.8053,93.311,14.73,10.1,1
944,-0.7263,56.785,7.78,9,1
945,-0.6387,55.802,9.4,14.5,1
946,0.9961,80.811,12.29,9.4,0
947,-1.3435,59.054,9.45,8.7,0
948,2.575,92.02,17.73,10.3,0
949,0.6038,83.767,13.34,11,0
950,-0.3509,57.419,13.89,8.5,0
951,0.2926,78.164,10.91,5.6,1
952,-1.6947,27.441,6.75,11.1,0
953,0.3486,77.838,12.47,11.6,0
954,0.306,70.287,9.99,10,1
955,-0.4111,69.535,13.87,7.1,0
956,-0.2674,62.246,15.1,9.4,0
957,0.1963,74.389,12.77,12.7,1
958,-0.035,70.312,16.57,9.4,1
959,-0.4983,73.285,14.67,8.9,1
960,-0.0561,68.032,10.53,10,1
961,-0.4323,75.285,14.18,10.1,0
962,0.1933,75.671,13.36,9.3,0
963,-0.6395,47.015,10.79,10.8,1
964,1.3504,77.839,15.73,14.9,0
965,-0.6861,58.35,10.8,11.5,1
966,-0.3405,61.9,10.14,11.8,0
967,-0.735,58.209,12.62,11.5,1
968,0.384,80.031,12.34,15.3,0
969,1.629,97.389,18.43,15.2,0
970,0.6755,85.513,4.92,11,0
971,-0.3217,54.464,10.44,11.6,0
972,1.5902,84.179,14.3,11.6,1
973,-2.1937,36.587,7.98,12.1,1
974,0.388,75.627,11.34,10.7,1
975,0.9054,82.141,12.45,12.1,0
976,0.6798,76.909,15.19,11,1
977,-0.1551,67.927,10.25,13,0
978,-1.4628,37.342,10.87,11.4,0
979,0.9809,87.811,12.55,9,1
980,0.0033,62.027,8.88,11.1,0
981,-0.3482,61.059,7.8,5.1,0
982,-0.8324,67.227,6.87,7.2,0
983,-0.4752,69.808,9.92,10.9,1
984,-2.0415,22.031,8.43,11.2,0
985,-0.0614,66.289,15.13,11.6,0
986,-2.5934,15.622,4.36,5.5,0
987,0.9342,85.398,15.84,6.9,0
988,-0.0689,75.04,14.65,12.3,1
989,1.4566,98.445,18.2,14.8,1
990,1.3695,83.153,19.7,8.3,0
991,-1.4113,55.075,6.2,10.7,0
992,-0.7184,69.677,8.59,7.5,0
993,1.8865,101.376,11.97,9,0
994,-0.8676,57.611,7.8,12.2,0
995,-0.5147,62.468,13.16,10.3,0
996,-0.0927,65.464,11.77,10.9,0
997,0.1494,71.318,14.18,6.2,1
998,-1.1474,49.115,7.55,7.1,0
999,0.5254,85.915,12.57,6.2,1
1000,-0.5826,62.231,9.22,11,1
1001,0.4437,76.438,13.68,10.4,1
1002,-0.7049,67.458,13.29,7.8,1
1003,0.3116,74.031,7.55,11.1,0
1004,0.0069,70.556,11.78,6.1,0
1005,-1.8056,38.008,7.23,11.5,1
1006,-0.2663,62.023,10.07,9.5,0
1007,-0.7213,61.646,6.54,8.8,1
1008,0.4994,82.405,11.09,12,0
1009,0.7615,96.928,12.45,8.7,1
1010,0.6274,74.401,10.85,11.9,1
1011,-0.1499,56.816,16.47,10.2,0
1012,-0.0162,73.099,11,9.8,1
1013,-1.4143,46.867,6.2,5.6,0
1014,-1.7006,43.884,2.71,12.6,0
1015,0.1445,69.796,12.18,13.6,1
1016,-0.7179,61.003,9.45,7.2,0
1017,0.1425,78.124,9.61,11.4,0
1018,1.4901,84.238,12.56,13.5,1
1019,-0.8673,53.984,9.63,9.5,0
1020,0.0769,77.945,13.44,8.5,1
1021,-1.2559,52.674,8.17,11.5,1
1022,0.0536,81.412,12.14,12.3,1
1023,1.0491,79.191,14.01,13.8,0
1024,-0.1671,67.388,11.94,13.8,1
1025,0.4179,85.628,11.78,11,0
1026,-0.6854,65.518,12.47,11.4,0
1027,0.5489,69.877,10.83,11.6,0
1028,-0.0665,69.372,9.63,7.5,1
1029,0.4461,68.666,13.36,13,0
1030,-0.5224,56.585,10.09,9,1
1031,1.3309,81.616,18.88,11.4,0
1032,2.3485,112.169,15.23,12.2,0
1033,1.6927,98.842,9.21,12.1,1
1034,-0.6433,59.794,14.6,11.1,0
1035,0.1662,79.786,14.39,12.3,1
1036,0.814,56.508,10.01,12.5,1
1037,-0.7004,68.924,7.96,7.8,1
1038,0.5404,86.468,12.71,9.5,0
1039,-0.9591,64.489,11.36,12,1
1040,-0.4432,71.774,12.77,9.6,0
1041,-0.9143,51.18,9.56,8.1,0
1042,0.6261,66.917,14.55,10.2,1
1043,-0.5827,51.294,10.42,10.6,1
1044,-0.2167,58.764,8.03,9,0
1045,-1.1828,49.392,6.86,10.5,0
1046,-1.6481,47.321,11.25,6.4,0
1047,-0.6712,56.032,5.45,11.9,0
1048,0.2945,81.882,14.67,11.5,1
1049,0.9015,70.151,16.36,10.9,1
1050,1.3228,93.418,19.07,8.6,1
1051,-0.4733,61.182,7.63,14.1,0
1052,0.6816,76.182,9.38,10.4,0
1053,0.1379,79.215,12.74,7.5,0
1054,-0.1886,57.323,5.9,6,0
1055,-0.0025,68.191,9.73,10.3,0
1056,-1.4533,34.993,10.98,9.4,1
1057,0.6364,87.057,14.19,12.3,1
1058,-0.0669,62.563,13.14,12.7,1
1059,0.6276,87.721,13.47,14.7,0
1060,1.7996,89.474,17.54,12.9,0
1061,-0.937,42.88,7.19,10.5,0
1062,-0.2163,60.004,6.93,9,0
1063,0.0844,74.202,11.6,7.8,0
1064,0.4559,74.666,10.08,8.5,1
1065,0.8711,75.394,13.96,10.3,1
1066,-0.4473,58.446,9.85,12.2,0
1067,0.4264,79.906,16.56,7.5,1
1068,-0.583,55.886,12.46,9.2,1
1069,0.5858,64.899,11.45,12.7,1
1070,-0.6212,56.159,15.5,14.1,1
1071,0.6666,77.158,12.27,9,0
1072,-1.3087,47.186,9.08,8.9,0
1073,1.5362,76.078,15.48,11.8,1
1074,-0.2438,57.23,13.07,9.3,1
1075,-1.1358,54.427,7.2,11.4,1
1076,-0.3642,62.215,10.28,8.7,1
1077,0.2743,72.327,16.41,7.5,0
1078,-1.2829,58.176,7.44,8,0
1079,0.2298,78.698,13.24,11.4,0
1080,1.2926,88.092,15.64,13,0
1081,-0.9935,66.13,10,11.6,0
1082,1.0021,73.755,12.83,11.6,1
1083,0.5436,83.554,18.27,7.7,1
1084,-0.964,56.665,13.95,8.8,1
1085,-0.5503,66.973,6.66,9.8,1
1086,1.2768,87.325,15.79,9.8,0
1087,-0.2153,65.701,15.04,11.3,0
1088,-0.5778,64.399,11.21,5.4,1
1089,-0.0121,66.674,12.35,12.4,1
1090,-0.2783,54.076,6.98,10.9,1
1091,0.3282,68.062,11.71,10.5,0
1092,-1.44,48.417,9.92,10.8,1
1093,-0.575,59.308,13.01,10,1
1094,-0.9376,56.225,11.54,11.6,1
1095,-1.7587,16.872,6.73,10.1,0
1096,1.1629,75.339,13.82,11,0
1097,-0.1354,64.433,14.25,9.8,1
1098,0.7748,85.028,18.92,15.1,0
1099,-0.4324,68.667,5.7,8.4,0
1100,1.6623,74.007,20.4,9.7,1
1101,-0.9599,57.773,7.49,12,1
1102,-0.6802,46.745,12.18,10,1
1103,2.055,98.152,14.81,11.9,0
1104,-0.8097,55.13,6.26,7.9,0
1105,0.4447,80.011,8.9,9.5,1
1106,-0.5245,67.24,12.64,11.2,1
1107,-0.5487,57.251,8.4,8.5,1
1108,-1.1272,57.713,6.6,11.7,1
1109,0.395,68.401,10.09,9.8,0
1110,-0.4284,64.895,11.05,3.5,0
1111,0.3704,71.505,13.93,9.5,0
1112,-0.2763,75.779,13.81,9,0
1113,0.3388,69.928,11.55,14.3,0
1114,1.3876,90.627,16.37,11.9,0
1115,-0.6802,65.083,8.48,15,1
1116,-0.4626,59.645,13.68,7.4,1
1117,0.8706,86.159,9.44,10.9,1
1118,0.4374,73.062,14.58,9.5,1
1119,0.0303,73.029,10.13,10.5,0
1120,-0.6224,61.408,9.08,10.2,0
1121,0.4564,64.89,10.75,9.8,1
1122,1.029,91.659,17.73,11.2,0
1123,0.7108,85.728,16.15,11.7,1
1124,0.4768,86.818,12.36,4.4,1
1125,0.1436,74.321,13.28,8.4,0
1126,0.7701,75.859,14.94,12.9,1
1127,2.1763,88.478,19.21,11.5,1
1128,-1.566,44.49,10.14,11.1,1
1129,-1.0004,51.328,7.96,10.7,1
1130,-0.4835,65.813,10.19,11.4,0
1131,0.1343,64.747,14.28,9.1,1
1132,-0.3789,69.561,13.62,9.5,0
1133,-0.4928,66.571,17.21,8.4,1
1134,1.546,86.009,17.06,10,0
1135,0.3426,77.879,10.94,11.2,0
1136,-0.5575,52.849,10.13,10.9,0
1137,-1.7039,35.703,9.09,7.6,1
1138,-0.3193,67.991,12.87,7.8,1
1139,1.3145,83.528,14.55,9.8,0
1140,-0.6326,60.738,11.94,6,0
1141,0.2603,74.703,11.64,8.7,0
1142,2.4094,85.598,17.83,10.2,1
1143,-0.1352,69.083,11.67,10.3,1
1144,-0.5777,67.657,11.22,4.7,0
1145,0.6,86.564,9.56,11.3,0
1146,0.095,72.809,16.03,9.9,0
1147,0.3869,86.586,9.89,12.7,0
1148,-1.2053,54.602,6.35,8.4,1
1149,-0.9569,54.652,10.15,11.4,1
1150,-0.1084,55.207,8.18,11,1
1151,-2.4586,-2.453,8.96,8,0
1152,1.2888,86.292,14.43,8.7,1
1153,0.283,73.839,12.71,11.5,1
1154,0.0466,84.53,11.96,10.5,0
1155,1.8481,93.9,11.42,15,0
1156,0.4806,70.328,13.31,12.5,1
1157,-0.7354,66.68,14.03,9.3,1
1158,-0.5752,56.693,12.24,10.2,1
1159,0.8937,78.367,14.66,10,0
1160,-2.1701,19.819,4.4,8.7,1
1161,0.0971,72.206,11.68,9.8,1
1162,0.7552,75.487,16.31,14.3,0
1163,1.8368,83.772,7.95,11.6,1
1164,1.0127,69.86,14.06,7.7,1
1165,-0.0158,72.963,9.73,8.4,0
1166,-0.436,57.134,6.46,8.9,0
1167,2.6789,108.027,20.63,11.5,1
1168,-0.9361,62.422,10.51,10.7,1
1169,0.2653,62.453,11.95,11,0
1170,-0.3554,65.101,12.24,10.6,1
1171,0.2195,76.999,7.85,10.8,1
1172,-1.0755,62.526,13.59,6.5,1
1173,0.4469,73.216,15.61,14.8,1
1174,0.1229,64.505,12.66,11.1,1
1175,1.0125,76.893,17.58,6.4,1
1176,0.3906,76.563,12.85,12.7,1
1177,1.33,95.948,15.28,13.3,1
1178,-2.2674,19.58,11.76,13.1,1
1179,-0.209,64.283,12.68,8.8,0
1180,-0.4018,48.554,8.67,8.8,1
1181,1.5349,89.458,16.76,12,0
1182,0.145,67.778,7.56,5.9,1
1183,-1.5368,36.216,6.65,9.7,0
1184,-0.2763,61.013,11.56,15.3,1
1185,-1.8059,30.373,10.12,5,0
1186,-1.4818,42.366,10.2,10.6,1
1187,-1.5521,43.368,4.87,10.4,0
1188,-1.3988,55.576,7.63,8.3,0
1189,0.8315,83.243,13.67,11.7,0
1190,-0.7685,58.604,8.98,9.5,1
1191,-0.3569,74.311,7.74,9.8,0
1192,-0.6686,46.152,8.06,10.1,0
1193,-0.6774,59.414,12.36,10.3,1
1194,1.1525,79.013,16.14,10.1,0
1195,-2.1642,30.128,11.61,11.9,0
1196,-0.4798,63.694,8.03,7.5,0
1197,1.6303,92.251,12.9,10.1,0
1198,0.092,83.226,11.07,7.4,0
1199,1.7715,71.424,12.84,11.1,0
1200,-0.8578,59.054,5.58,8.3,1
1201,-1.6841,51.062,8.06,7.7,1
1202,-0.9192,56.16,9.3,9.7,0
1203,-0.124,57.295,12.91,12.1,0
1204,-0.7899,68.893,8.72,11.3,0
1205,0.5857,82.24,14.47,7.9,0
1206,-0.9583,45.184,13,9.9,0
1207,-0.8004,52.248,10.63,11.8,0
1208,-0.5475,52.375,9.86,11.2,0
1209,-0.4994,60.014,10.2,12,1
1210,-0.3965,69.509,10.21,10.8,1
1211,0.4184,73.384,15.44,16.5,1
1212,-1.0624,55.526,10.26,12.2,1
1213,0.019,64.058,8.36,10.9,0
1214,1.4853,79.6,13.95,13.9,0
1215,-0.0467,70.122,9.1,13,1
1216,0.3885,83.13,11.2,11.2,0
1217,-0.4808,60.774,11.06,10,0
1218,0.026,77.297,12.8,12.4,0
1219,-0.0684,74.166,12.3,11.2,0
1220,0.126,74.516,11.46,12,0
1221,0.3073,69.567,12.63,10.8,1
1222,2.8454,95.891,16.12,15.2,0
1223,0.8798,92.331,14.95,9.1,0
1224,2.0318,101.513,15.13,11.3,0
1225,0.4419,81.655,14.84,12.3,0
1226,-1.103,38.661,7.88,7.3,0
1227,0.4193,86.046,8.69,10.7,1
1228,-0.8044,64.554,8.56,12,0
1229,0.2418,75.945,12.25,7.7,0
1230,0.1465,73.171,10.74,12.3,0
1231,-1.723,32.47,9.86,8.8,0
1232,2.3654,98.346,15.34,10.9,0
1233,1.2216,86.615,17.67,7.7,0
1234,1.3158,75.922,15.63,9.7,1
1235,-0.073,61.627,11.05,11.6,1
1236,2.1677,87.294,17.64,12,1
1237,-0.0957,75.037,10.48,8.2,1
1238,1.2807,82.329,13.98,10.1,1
1239,-0.3141,57.094,10.59,12.9,0
1240,-0.6753,61.467,9.77,10,0
1241,0.255,87.617,11.62,9.3,1
1242,-0.2605,73.761,12.5,10.3,0
1243,1.9065,96.022,16.25,12.7,0
1244,-0.0581,61.128,11.76,6.4,1
1245,-0.352,76.777,13.93,7.1,1
1246,1.2496,80.551,10.58,7.7,0
1247,-0.2,71.353,12,8.1,0
1248,0.0578,77.85,12.99,10.7,1
1249,0.619,82.171,12.63,8.9,1
1250,0.1465,82.383,11.59,12.7,1
1251,-0.5333,61.379,9.53,7.6,0
1252,-1.3883,54.968,7.48,10,1
1253,-0.3008,64.89,7.9,6.5,1
1254,0.3493,79.968,15.35,10.9,0
1255,1.7921,82.983,12.94,14.3,0
1256,0.2494,73.277,11.68,11.2,0
1257,0.8028,65.425,12.93,11.6,1
1258,-0.7359,58.566,10.11,9.1,0
1259,-1.0711,47.554,11.79,9.9,1
1260,-0.0222,69.116,11.53,10.6,1
1261,-1.5035,43.922,8.35,9,0
1262,0.3334,68.657,11.73,10.2,1
1263,2.0546,95.39,21.19,12.6,0
1264,-0.5285,58.676,15.73,10,1
1265,0.3372,85.157,11.16,9.8,1
1266,1.4061,82.138,16.24,7.8,1
1267,0.8963,76.042,18.2,11,0
1268,0.9395,85.492,14.09,10.4,1
1269,-0.3099,66.138,15.26,8.3,0
1270,0.0994,67.121,12.27,7,0
1271,-0.5946,69.099,14.29,8.7,1
1272,-0.1825,67.155,9.54,9.8,0
1273,1.2086,90.138,13.28,10.8,1
1274,0.6452,69.506,9.45,7.1,1
1275,1.0389,68.343,12.58,9.9,0
1276,0.7586,76.846,10.48,8.2,1
1277,1.3851,85.878,16.22,10.8,1
1278,-0.0424,64.348,10.17,9.5,0
1279,-0.9575,63.18,15.98,6.3,1
1280,-1.127,38.781,7.5,10.8,0
1281,-0.8485,63.562,10.01,7.3,1
1282,-0.6724,63.969,12.16,6.4,0
1283,0.2709,75.59,14.89,9.4,0
1284,0.9208,79.426,12.97,9,1
1285,2.3928,85.417,20.58,9.2,0
1286,-1.0392,61.575,11.7,15.5,0
1287,-0.2673,58.133,11.56,10.9,0
1288,0.6752,77.878,16.48,13.3,1
1289,0.0275,71.841,9.35,6.2,1
1290,1.7379,91.094,16.64,11.8,1
1291,1.2411,86.346,15.02,10.1,1
1292,-1.0065,57.1,8.15,9.6,0
1293,-1.058,56.797,7.94,11.6,0
1294,-0.0205,78.282,12.86,10.6,0
1295,-0.646,53.83,10.57,9.2,1
1296,1.5613,86.983,15.91,10.6,0
1297,-0.2148,55.608,11.32,11.6,1
1298,1.0996,87.644,16.99,11.1,0
1299,0.9128,86.333,16.72,8.3,1
1300,-0.5839,59.119,9.42,9.2,1
1301,0.8149,84.236,13.99,11.9,1
1302,1.0019,82.448,9.86,12.2,0
1303,-1.2136,58.629,6.8,10.1,1
1304,-0.1685,73.334,13.5,12.4,1
1305,0.3471,70.29,9.88,10.9,0
