region_id,sector,year,treatment,population,unemployment_rate,gdp_per_capita,exports_per_capita,fdi_inflow,avg_wage
46,Manufacturing,2012,1,42240,0.069,21152,6852,187,20.46
46,Manufacturing,2013,1,41097,0.077,21207,5959,237,19.16
46,Manufacturing,2014,1,66222,0.06,24714,7835,322,20.11
46,Manufacturing,2015,1,54899,0.121,23795,7083,255,21.93
47,Agriculture,2006,0,58012,0.07,19770,6834,96,12.23
47,Agriculture,2007,0,51733,0.102,20766,6931,178,13.86
47,Agriculture,2008,0,47811,0.092,21157,5738,98,16.62
47,Agriculture,2009,0,63271,0.086,22474,6648,152,19.38
47,Agriculture,2010,0,50094,0.066,19869,6706,139,14.51
47,Agriculture,2011,0,43541,0.085,20406,6898,223,14.04
47,Agriculture,2012,0,34753,0.12,19398,4747,188,18.74
47,Agriculture,2013,0,39128,0.1,20876,6278,235,19.71
47,Agriculture,2014,0,47494,0.097,23070,7612,202,22.44
47,Agriculture,2015,0,44890,0.116,23317,8064,184,16.28
48,Services,2006,0,44182,0.082,17760,5171,190,15.95
48,Services,2007,0,56368,0.062,19543,5600,222,16.26
48,Services,2008,0,45173,0.066,21679,6125,141,16.57
48,Services,2009,0,43161,0.075,20474,5152,198,18.16
48,Services,2010,1,37795,0.052,20880,5775,200,17.39
48,Services,2011,1,58595,0.079,20718,6247,267,18.21
48,Services,2012,1,50825,0.075,23166,6382,167,18.77
48,Services,2013,1,48589,0.057,21943,6512,321,19.21
48,Services,2014,1,56611,0.112,24963,7351,306,21.89
48,Services,2015,1,59416,0.085,25310,7727,288,19.59
49,Manufacturing,2006,0,61704,0.07,20504,7101,218,16.74
49,Manufacturing,2007,0,57551,0.082,22142,6997,244,17.07
49,Manufacturing,2008,0,44128,0.1,18178,6001,217,13.35
49,Manufacturing,2009,0,51773,0.08,22393,6969,170,17.28
49,Manufacturing,2010,0,44713,0.114,20426,6650,138,12.09
49,Manufacturing,2011,0,48206,0.106,20692,6025,146,16.56
49,Manufacturing,2012,0,45130,0.089,24284,7043,134,14.09
49,Manufacturing,2013,0,62964,0.12,22689,7481,133,16.73
49,Manufacturing,2014,0,55661,0.122,25779,7557,278,19.45
49,Manufacturing,2015,0,54994,0.107,22135,6197,212,21.71
50,Services,2006,0,62186,0.102,20552,6328,243,15.28
50,Services,2007,0,46374,0.05,23399,6244,208,19.13
50,Services,2008,0,48667,0.098,22258,7327,55,12.97
50,Services,2009,0,53086,0.101,20911,5706,204,19.48
50,Services,2010,0,55649,0.11,22788,6908,180,15.97
50,Services,2011,0,50212,0.108,20502,6723,337,17.63
50,Services,2012,0,47143,0.084,23502,7327,289,17.06
50,Services,2013,0,58274,0.086,21313,5726,225,19.88
50,Services,2014,0,54710,0.143,23823,7323,198,19.52
50,Services,2015,0,59638,0.116,17374,4096,229,22.58
51,Agriculture,2006,0,52769,0.059,19064,6368,212,16.21
51,Agriculture,2007,0,45711,0.105,20244,6480,204,14.79
51,Agriculture,2008,0,58011,0.063,22728,7560,174,14.84
51,Agriculture,2009,0,44133,0.085,21724,6733,170,12.35
51,Agriculture,2010,0,57383,0.097,23309,7517,155,16.92
51,Agriculture,2011,0,51181,0.063,21790,6883,260,18.28
51,Agriculture,2012,0,40469,0.108,23219,7396,130,17.88
51,Agriculture,2013,0,55283,0.122,20873,6453,341,20.61
51,Agriculture,2014,0,55608,0.116,23272,7137,174,16.37
51,Agriculture,2015,0,62041,0.1,21998,6732,215,20.85
52,Agriculture,2006,0,44983,0.065,19453,5460,244,13.2
52,Agriculture,2007,0,49231,0.057,16456,5089,283,15.1
52,Agriculture,2008,0,54282,0.098,20932,5394,214,16.84
52,Agriculture,2009,0,50181,0.079,20637,5501,172,19.24
52,Agriculture,2010,0,45297,0.1,20370,6275,214,16.52
52,Agriculture,2011,0,51144,0.087,21526,5135,309,15.12
52,Agriculture,2012,0,56532,0.058,19489,5878,208,18.3
52,Agriculture,2013,0,43894,0.062,22167,6792,179,16.73
52,Agriculture,2014,0,60059,0.08,22699,7724,253,20.77
52,Agriculture,2015,0,43491,0.13,21143,6146,183,16.63
53,Manufacturing,2006,0,61342,0.074,20959,6609,286,17.37
53,Manufacturing,2007,0,46563,0.075,21217,5169,127,18.76
53,Manufacturing,2008,0,51829,0.062,19834,5944,154,14.22
53,Manufacturing,2009,0,48028,0.075,20240,6555,207,13.72
53,Manufacturing,2010,1,39038,0.043,21559,6139,306,19.51
53,Manufacturing,2011,1,50442,0.104,20333,6265,334,20.23
53,Manufacturing,2012,1,42108,0.119,21896,6429,243,20.5
53,Manufacturing,2013,1,52333,0.081,21979,5823,235,22.62
53,Manufacturing,2014,1,52797,0.058,22792,7428,282,21.26
53,Manufacturing,2015,1,49764,0.066,24656,7428,225,19.86
54,Agriculture,2006,0,46691,0.056,17743,6861,108,17.11
54,Agriculture,2007,0,61598,0.08,21882,6398,164,12.69
54,Agriculture,2008,0,45912,0.061,21029,6275,274,16.96
54,Agriculture,2009,0,49216,0.037,21070,6352,146,13.01
54,Agriculture,2010,1,43509,0.102,21720,6413,137,18.35
54,Agriculture,2011,1,58952,0.102,23689,7206,249,15.55
54,Agriculture,2012,1,54326,0.116,23249,7102,238,21.54
54,Agriculture,2013,1,51853,0.092,23817,6494,287,18.76
54,Agriculture,2014,1,39174,0.076,23508,6474,314,20.35
54,Agriculture,2015,1,45723,0.06,22962,7340,231,21.66
55,Manufacturing,2006,0,36372,0.064,19201,6861,284,15.94
55,Manufacturing,2007,0,41565,0.034,18811,5442,300,13.08
55,Manufacturing,2008,0,44023,0.075,19775,6693,177,16.75
55,Manufacturing,2009,0,60855,0.087,20216,6703,179,15.04
55,Manufacturing,2010,0,45304,0.092,23151,6709,196,18.95
55,Manufacturing,2011,0,47873,0.117,22724,7189,199,15.9
55,Manufacturing,2012,0,51262,0.076,21745,6374,268,18.6
55,Manufacturing,2013,0,68405,0.084,22570,6702,209,17.58
55,Manufacturing,2014,0,70358,0.085,20078,6424,223,22.5
55,Manufacturing,2015,0,49299,0.132,25035,7104,189,18.85
56,Agriculture,2006,0,60430,0.065,20383,6352,208,11.45
56,Agriculture,2007,0,43401,0.031,17863,5793,180,15.3
56,Agriculture,2008,0,61347,0.074,22992,6899,226,14.11
56,Agriculture,2009,0,45075,0.096,21273,6822,266,19
56,Agriculture,2010,1,49690,0.105,23959,7071,182,17.22
56,Agriculture,2011,1,58258,0.084,21137,6903,261,19.05
56,Agriculture,2012,1,57598,0.073,22591,6705,286,20.52
56,Agriculture,2013,1,38882,0.094,24335,6960,341,19.25
56,Agriculture,2014,1,48823,0.066,22647,7197,252,14.68
56,Agriculture,2015,1,50006,0.066,24674,7934,249,21.88
57,Manufacturing,2006,0,52751,0.067,21805,6933,201,16.16
57,Manufacturing,2007,0,53356,0.073,19218,6555,141,17.98
57,Manufacturing,2008,0,49083,0.087,20095,5672,239,18
57,Manufacturing,2009,0,51337,0.082,19003,4856,180,19
57,Manufacturing,2010,0,73734,0.085,20535,4960,191,19.55
57,Manufacturing,2011,0,43511,0.055,22947,6319,193,18.11
57,Manufacturing,2012,0,44585,0.091,19545,5051,280,20.22
57,Manufacturing,2013,0,53932,0.093,21077,6480,199,18.54
57,Manufacturing,2014,0,48794,0.079,22451,6557,152,19.42
57,Manufacturing,2015,0,51716,0.057,22499,7888,111,18.12
58,Services,2006,0,56032,0.073,20024,5652,147,13.32
58,Services,2007,0,47283,0.103,17572,5474,279,18.53
58,Services,2008,0,52545,0.067,22029,7555,252,13.35
58,Services,2009,0,45271,0.073,22719,6146,303,19.61
58,Services,2010,0,45317,0.076,21169,5891,241,17.81
58,Services,2011,0,55017,0.136,22868,6153,218,21.19
58,Services,2012,0,46541,0.083,21139,6078,245,17.86
58,Services,2013,0,42303,0.081,21516,5921,236,16.46
58,Services,2014,0,59564,0.12,21278,5939,251,23.08
58,Services,2015,0,61798,0.098,23655,8131,162,17.81
59,Manufacturing,2006,0,55570,0.075,20913,5961,125,13.58
59,Manufacturing,2007,0,51297,0.096,20612,6568,202,16.61
59,Manufacturing,2008,0,49543,0.085,19777,5863,128,19.1
59,Manufacturing,2009,0,60811,0.093,18974,5983,230,22.06
59,Manufacturing,2010,0,57670,0.086,20236,6070,175,20.02
59,Manufacturing,2011,0,59118,0.072,20401,6305,286,17.33
59,Manufacturing,2012,0,51986,0.054,21361,5951,71,16.88
59,Manufacturing,2013,0,36173,0.082,21692,6530,84,19.85
59,Manufacturing,2014,0,58216,0.07,21446,6607,222,16.14
59,Manufacturing,2015,0,58707,0.089,23088,5911,260,16.73
60,Manufacturing,2006,0,63490,0.067,19532,5929,209,16.68
60,Manufacturing,2007,0,34588,0.041,21780,6656,183,13.65
60,Manufacturing,2008,0,61478,0.072,23658,7068,166,14.17
60,Manufacturing,2009,0,57999,0.094,19552,6427,255,15.1
60,Manufacturing,2010,1,50937,0.103,23345,7539,187,17.28
60,Manufacturing,2011,1,49301,0.086,22348,6797,258,20.53
60,Manufacturing,2012,1,54877,0.068,24084,7548,292,18.16
60,Manufacturing,2013,1,37631,0.095,22161,5928,218,21.67
60,Manufacturing,2014,1,57704,0.113,24426,7217,275,20.2
60,Manufacturing,2015,1,40874,0.112,23104,7817,300,18.2
61,Agriculture,2006,0,50583,0.081,18917,5761,290,13.45
61,Agriculture,2007,0,39460,0.078,21507,6525,207,16.67
61,Agriculture,2008,0,49279,0.088,20068,6534,294,9.97
61,Agriculture,2009,0,50076,0.107,19678,6688,157,15.98
61,Agriculture,2010,0,67411,0.096,20138,6256,127,15.36
61,Agriculture,2011,0,57220,0.096,20676,6428,186,17.82
61,Agriculture,2012,0,62752,0.099,23358,7394,230,16.7
61,Agriculture,2013,0,54855,0.085,23485,7013,258,19.21
61,Agriculture,2014,0,66997,0.11,21714,5643,209,19.85
61,Agriculture,2015,0,58009,0.104,23240,7055,291,18.59
62,Services,2006,0,50817,0.093,23777,6953,247,14.78
62,Services,2007,0,46662,0.104,24215,6586,147,14.98
62,Services,2008,0,51086,0.082,22255,6375,181,17.42
62,Services,2009,0,48977,0.093,20354,6834,222,17.07
62,Services,2010,0,50565,0.079,20900,5720,178,15.33
62,Services,2011,0,50822,0.08,18599,5832,272,21.08
62,Services,2012,0,59238,0.099,20517,5884,301,19.11
62,Services,2013,0,57573,0.108,21379,7545,157,20.74
62,Services,2014,0,46329,0.116,25327,8679,88,19.17
62,Services,2015,0,46500,0.101,24013,7709,207,16.44
63,Manufacturing,2006,0,43769,0.09,20548,5621,365,16.42
63,Manufacturing,2007,0,49571,0.079,18521,5500,201,16.3
63,Manufacturing,2008,0,35706,0.078,22570,5797,173,17.91
63,Manufacturing,2009,0,41389,0.134,20761,6846,201,13.68
63,Manufacturing,2010,1,47756,0.077,22101,6114,260,17.43
63,Manufacturing,2011,1,39213,0.068,22908,7207,205,20.09
63,Manufacturing,2012,1,49190,0.121,22024,6720,292,20.55
63,Manufacturing,2013,1,54141,0.084,21728,6154,340,17.75
63,Manufacturing,2014,1,43255,0.092,20544,5994,307,19.17
63,Manufacturing,2015,1,54366,0.055,24596,7071,212,20.76
64,Manufacturing,2006,0,64270,0.084,22655,6818,224,13.68
64,Manufacturing,2007,0,39689,0.068,17759,5262,297,14.5
64,Manufacturing,2008,0,57215,0.116,21959,6756,234,19.19
64,Manufacturing,2009,0,59498,0.087,19835,5605,202,20.38
64,Manufacturing,2010,0,58636,0.082,21332,5891,281,16.55
64,Manufacturing,2011,0,73764,0.066,23004,6493,162,16.1
64,Manufacturing,2012,0,47706,0.064,21213,6728,152,20.57
64,Manufacturing,2013,0,36767,0.064,22004,6457,165,18.72
64,Manufacturing,2014,0,41637,0.092,22519,6015,215,20.25
64,Manufacturing,2015,0,61438,0.061,23289,7449,211,21.68
65,Services,2006,0,32089,0.095,19659,5427,182,13.04
65,Services,2007,0,57357,0.064,22069,5825,228,17.53
65,Services,2008,0,41416,0.04,21389,4757,256,16.39
65,Services,2009,0,50915,0.078,21019,6368,255,16.21
65,Services,2010,1,54424,0.068,21349,6326,298,17.3
65,Services,2011,1,57031,0.107,23135,7619,267,18.53
65,Services,2012,1,57524,0.063,21345,5631,134,18.08
65,Services,2013,1,46848,0.088,19428,5898,173,17.66
65,Services,2014,1,52549,0.088,26216,7887,185,21.36
65,Services,2015,1,60655,0.11,24238,8377,279,22.48
66,Services,2006,0,41537,0.099,22900,7473,214,14.51
66,Services,2007,0,49305,0.074,21376,6221,258,16.99
66,Services,2008,0,49303,0.063,21908,6115,103,17.4
66,Services,2009,0,63345,0.071,19571,4970,238,13.42
66,Services,2010,1,46171,0.061,22881,6483,172,15.08
66,Services,2011,1,36175,0.082,23910,6812,283,20.46
66,Services,2012,1,51722,0.07,22243,6422,246,18.38
66,Services,2013,1,56248,0.108,22482,7073,326,20.45
66,Services,2014,1,58602,0.097,22258,6923,278,20.36
66,Services,2015,1,45469,0.088,24113,6956,213,23.81
67,Manufacturing,2006,0,43406,0.092,18056,5516,173,14.92
67,Manufacturing,2007,0,59138,0.11,19968,5415,111,18.37
67,Manufacturing,2008,0,53329,0.101,20774,6062,214,15.88
67,Manufacturing,2009,0,43646,0.071,23674,7025,189,18.9
67,Manufacturing,2010,0,39338,0.088,19133,6752,176,14.09
67,Manufacturing,2011,0,35565,0.09,21407,6080,151,21.24
67,Manufacturing,2012,0,53611,0.127,18868,5665,244,20.41
67,Manufacturing,2013,0,47118,0.12,21287,6849,203,18.01
67,Manufacturing,2014,0,42738,0.095,23503,7497,196,17.69
67,Manufacturing,2015,0,57488,0.166,24922,7037,167,19.49
68,Services,2006,0,46716,0.106,19308,6478,159,16.55
68,Services,2007,0,44623,0.048,20819,5948,161,11.89
68,Services,2008,0,53381,0.099,20355,5792,182,17.89
68,Services,2009,0,42628,0.094,20437,6666,249,16.08
68,Services,2010,0,44665,0.088,20780,5661,157,17.24
68,Services,2011,0,53271,0.105,22597,6629,161,16.25
68,Services,2012,0,68096,0.101,22576,7218,156,15.99
68,Services,2013,0,60235,0.104,23380,6536,203,14.2
68,Services,2014,0,50690,0.135,23397,7354,208,18.97
68,Services,2015,0,41639,0.096,22915,7105,247,17.55
69,Services,2006,0,44040,0.079,20480,7916,308,14.52
69,Services,2007,0,54209,0.106,21079,6203,212,14.66
69,Services,2008,0,50628,0.084,19688,5239,180,12.73
69,Services,2009,0,49107,0.096,24568,6932,232,13.64
69,Services,2010,0,58963,0.072,21549,5991,166,15.48
69,Services,2011,0,37419,0.075,19773,5604,153,18.26
69,Services,2012,0,53697,0.08,23883,6622,119,16.15
69,Services,2013,0,51036,0.119,22058,6644,179,21.48
69,Services,2014,0,51997,0.117,22935,7018,318,17.54
69,Services,2015,0,54332,0.077,23275,6332,251,19.85
70,Services,2006,0,49550,0.116,17441,5529,304,13.67
70,Services,2007,0,34296,0.059,18593,6121,204,18.51
70,Services,2008,0,54298,0.091,17030,4844,186,18.24
70,Services,2009,0,50498,0.042,21497,5839,241,17.06
70,Services,2010,1,46747,0.092,22600,6267,252,21.37
70,Services,2011,1,65679,0.049,20461,6296,206,18.76
70,Services,2012,1,42121,0.1,23002,6604,244,17.91
70,Services,2013,1,53388,0.082,23697,7550,188,23.65
70,Services,2014,1,64090,0.104,24504,7994,305,17.69
70,Services,2015,1,58794,0.096,23476,6747,217,21.48
71,Manufacturing,2006,0,56850,0.049,20310,6312,195,17.33
71,Manufacturing,2007,0,42984,0.065,21301,6591,261,13.04
71,Manufacturing,2008,0,54583,0.038,21873,7162,284,18.32
71,Manufacturing,2009,0,45315,0.052,21342,6498,235,15.48
71,Manufacturing,2010,1,48105,0.031,20398,6403,221,18.16
71,Manufacturing,2011,1,39175,0.046,19983,5815,311,17.48
71,Manufacturing,2012,1,57919,0.068,23832,6853,235,19.76
71,Manufacturing,2013,1,44052,0.105,23044,6637,277,19.27
71,Manufacturing,2014,1,51038,0.075,23513,7030,185,23.66
71,Manufacturing,2015,1,43422,0.082,22055,6578,265,21.38
72,Agriculture,2006,0,48434,0.107,21140,5969,271,14.71
72,Agriculture,2007,0,53470,0.064,21616,5392,168,14.55
72,Agriculture,2008,0,38676,0.067,22826,7840,204,15.65
72,Agriculture,2009,0,42308,0.051,20398,6695,177,14.35
72,Agriculture,2010,0,48469,0.075,24623,7860,192,19.52
72,Agriculture,2011,0,50787,0.095,20072,4986,244,15.54
72,Agriculture,2012,0,62980,0.093,23621,6643,211,20.73
72,Agriculture,2013,0,53528,0.094,18544,5272,205,21.49
72,Agriculture,2014,0,58691,0.072,21834,6760,222,16.55
72,Agriculture,2015,0,51960,0.113,24446,7229,98,19.87
73,Agriculture,2006,0,53088,0.089,17649,5546,233,13.82
73,Agriculture,2007,0,50974,0.081,22820,7161,127,10.33
73,Agriculture,2008,0,59491,0.086,16575,4214,246,15.69
73,Agriculture,2009,0,59144,0.021,21264,5881,229,13.35
73,Agriculture,2010,1,50259,0.067,22401,7456,323,16.31
73,Agriculture,2011,1,41938,0.066,18819,6500,343,20.2
73,Agriculture,2012,1,53301,0.068,21188,6126,232,19.97
73,Agriculture,2013,1,48620,0.1,22929,6205,249,17.5
73,Agriculture,2014,1,48649,0.095,23712,6984,249,22.77
73,Agriculture,2015,1,45882,0.09,23792,7236,205,16.32
74,Services,2006,0,39527,0.061,23183,6650,216,14.52
74,Services,2007,0,52589,0.112,20576,5997,155,14.88
74,Services,2008,0,65347,0.086,20656,5339,148,18.21
74,Services,2009,0,43095,0.084,22827,6933,189,17.24
74,Services,2010,0,53926,0.089,21705,7003,146,17.53
74,Services,2011,0,54241,0.078,20255,5760,169,17.8
74,Services,2012,0,54210,0.096,23812,7309,264,16.34
74,Services,2013,0,50206,0.1,24224,7508,82,18.98
74,Services,2014,0,45479,0.04,21690,6152,175,20.21
74,Services,2015,0,61145,0.084,22211,6528,220,19.77
75,Services,2006,0,52866,0.1,18055,5545,136,16.38
75,Services,2007,0,60952,0.104,19144,5842,133,18.22
75,Services,2008,0,62920,0.065,20441,6066,246,13.34
75,Services,2009,0,60889,0.09,22793,6256,177,15.42
75,Services,2010,0,41892,0.089,22633,6685,121,18.4
75,Services,2011,0,63731,0.095,21699,6395,44,17.76
75,Services,2012,0,42932,0.092,19788,5973,158,20.53
75,Services,2013,0,55617,0.085,19778,5921,259,20.16
75,Services,2014,0,37042,0.08,22188,6804,213,21.9
75,Services,2015,0,55582,0.096,21288,6314,223,19.97
76,Agriculture,2006,0,43848,0.037,19926,6242,55,16.64
76,Agriculture,2007,0,67691,0.089,21109,6374,187,15.99
76,Agriculture,2008,0,50702,0.063,22010,6027,164,18.8
76,Agriculture,2009,0,54312,0.049,21184,6779,214,19.37
76,Agriculture,2010,0,51819,0.075,22744,6958,217,15.85
76,Agriculture,2011,0,62817,0.127,18588,5261,145,15.71
76,Agriculture,2012,0,49708,0.081,24126,7186,135,17.36
76,Agriculture,2013,0,47501,0.081,23054,7603,132,18.66
76,Agriculture,2014,0,65149,0.111,22767,7336,207,17.88
76,Agriculture,2015,0,42871,0.098,19718,6145,90,18.03
77,Manufacturing,2006,0,48052,0.063,21646,6951,153,15.57
77,Manufacturing,2007,0,40886,0.051,19339,5625,227,16.2
77,Manufacturing,2008,0,40354,0.09,23524,7323,305,14.44
77,Manufacturing,2009,0,48368,0.06,19154,6579,116,16.23
77,Manufacturing,2010,1,49430,0.07,21877,6466,218,16.55
77,Manufacturing,2011,1,43827,0.048,21132,6944,248,17.54
77,Manufacturing,2012,1,46417,0.093,20631,6248,218,20.53
77,Manufacturing,2013,1,53884,0.117,24365,6999,303,19.18
77,Manufacturing,2014,1,69491,0.082,18451,5961,292,23.16
77,Manufacturing,2015,1,55166,0.08,23334,7718,162,20.93
78,Services,2006,0,53099,0.068,21970,5707,196,14.74
78,Services,2007,0,50572,0.102,18050,5481,230,14.98
78,Services,2008,0,56724,0.055,19854,6993,126,18.91
78,Services,2009,0,43562,0.062,20007,5162,134,14.97
78,Services,2010,0,60675,0.081,25018,8048,115,15.43
78,Services,2011,0,51721,0.086,21340,6114,266,15.82
78,Services,2012,0,42280,0.108,22049,6158,218,18.17
78,Services,2013,0,50481,0.091,24679,8082,234,21.08
78,Services,2014,0,46210,0.078,24243,5917,169,18
78,Services,2015,0,50845,0.085,25472,7410,278,14.02
79,Agriculture,2006,0,41150,0.055,18623,4489,266,18.2
79,Agriculture,2007,0,36564,0.101,21818,6728,142,15.59
79,Agriculture,2008,0,64985,0.079,19970,5921,205,14.89
79,Agriculture,2009,0,45975,0.08,24806,7474,150,15.82
79,Agriculture,2010,1,64951,0.059,22009,6486,260,16.73
79,Agriculture,2011,1,42744,0.078,22277,7315,280,22.51
79,Agriculture,2012,1,45709,0.091,23489,7767,199,16.66
79,Agriculture,2013,1,33950,0.109,22149,6703,293,17.35
79,Agriculture,2014,1,32250,0.073,21049,5929,368,19.95
79,Agriculture,2015,1,56808,0.087,25171,7836,227,22.74
80,Manufacturing,2006,0,47655,0.082,18669,4768,280,10.6
80,Manufacturing,2007,0,43710,0.104,18223,5763,176,13.69
80,Manufacturing,2008,0,44196,0.081,20388,6381,229,16.88
80,Manufacturing,2009,0,69217,0.067,20478,5977,164,16.92
80,Manufacturing,2010,1,53526,0.06,22934,6878,354,16.14
80,Manufacturing,2011,1,49451,0.12,23569,7451,221,18.47
80,Manufacturing,2012,1,47739,0.062,21864,6971,271,19.78
80,Manufacturing,2013,1,46391,0.108,23267,7424,185,17.79
80,Manufacturing,2014,1,43526,0.085,24253,7316,252,19.3
80,Manufacturing,2015,1,34930,0.093,25009,7498,249,18.67
81,Services,2006,0,53267,0.112,21701,7597,202,18.95
81,Services,2007,0,45581,0.107,23191,6993,309,17.68
81,Services,2008,0,46308,0.063,19563,5843,140,17
81,Services,2009,0,41778,0.075,21709,6608,198,14.72
81,Services,2010,1,70704,0.07,20901,6406,225,20.13
81,Services,2011,1,58870,0.102,26099,7972,201,19.05
81,Services,2012,1,53729,0.068,22916,5694,216,19.68
81,Services,2013,1,38729,0.055,22259,6428,316,21.37
81,Services,2014,1,40634,0.078,23275,7665,260,19.2
81,Services,2015,1,69286,0.085,22544,7062,253,22.26
82,Manufacturing,2006,0,55547,0.105,17751,5685,142,13.93
82,Manufacturing,2007,0,52501,0.095,22226,6885,210,16.28
82,Manufacturing,2008,0,63992,0.074,21888,6198,258,15.4
82,Manufacturing,2009,0,44921,0.057,21213,7214,240,19.04
82,Manufacturing,2010,0,57273,0.093,22084,6084,216,19.71
82,Manufacturing,2011,0,48062,0.11,23266,7514,303,19.13
82,Manufacturing,2012,0,58007,0.097,19964,5476,195,17.97
82,Manufacturing,2013,0,53810,0.106,21463,5948,207,21.62
82,Manufacturing,2014,0,56228,0.118,22536,5820,228,18.57
82,Manufacturing,2015,0,61265,0.143,21753,6517,203,19
83,Manufacturing,2006,0,57660,0.079,16920,4896,206,12.3
83,Manufacturing,2007,0,47506,0.062,20757,6032,142,14.61
83,Manufacturing,2008,0,62819,0.058,23858,6555,109,16.93
83,Manufacturing,2009,0,57502,0.099,20549,6642,156,18.03
83,Manufacturing,2010,1,49403,0.085,23983,8169,238,18.02
83,Manufacturing,2011,1,50320,0.054,24959,7482,265,18.08
83,Manufacturing,2012,1,36807,0.09,23927,6555,361,21.34
83,Manufacturing,2013,1,39832,0.075,22494,6419,220,20.79
83,Manufacturing,2014,1,36442,0.089,22126,6908,309,24.02
83,Manufacturing,2015,1,50396,0.082,22472,7450,227,21.72
84,Manufacturing,2006,0,43876,0.055,20225,6470,276,16.05
84,Manufacturing,2007,0,62816,0.062,19897,6782,267,18.08
84,Manufacturing,2008,0,49764,0.071,22444,6547,125,16.19
84,Manufacturing,2009,0,48355,0.113,19672,5344,211,16.82
84,Manufacturing,2010,1,53019,0.056,21205,6875,295,21.33
84,Manufacturing,2011,1,50146,0.104,21658,6877,257,23.08
84,Manufacturing,2012,1,48673,0.077,20764,5801,243,19.18
84,Manufacturing,2013,1,39564,0.07,22235,5425,172,17.83
84,Manufacturing,2014,1,46097,0.059,25508,7644,315,20.13
84,Manufacturing,2015,1,37279,0.096,25854,8496,355,20.23
85,Agriculture,2006,0,56085,0.057,17354,5461,206,13.37
85,Agriculture,2007,0,56056,0.09,22218,7192,212,15.77
85,Agriculture,2008,0,48075,0.085,21106,6620,188,15.25
85,Agriculture,2009,0,40490,0.091,19060,5617,215,15.69
85,Agriculture,2010,1,55112,0.068,22914,6708,148,19.08
85,Agriculture,2011,1,38843,0.099,23390,7079,353,18.98
85,Agriculture,2012,1,55460,0.064,21415,7183,223,21.95
85,Agriculture,2013,1,50042,0.1,26207,6921,312,23.47
85,Agriculture,2014,1,63403,0.114,24912,7258,256,20.47
85,Agriculture,2015,1,52540,0.11,23372,5914,274,20.2
86,Services,2006,0,51590,0.061,19269,5809,149,15.3
86,Services,2007,0,42181,0.076,18869,5372,143,15.92
86,Services,2008,0,49676,0.104,21016,6035,222,19.12
86,Services,2009,0,61580,0.069,20132,7596,158,17.04
86,Services,2010,0,51285,0.077,23709,7157,139,17.09
86,Services,2011,0,51899,0.117,22916,7171,294,18.39
86,Services,2012,0,54178,0.1,19090,5108,223,17.68
86,Services,2013,0,47524,0.101,24555,8142,104,20.21
86,Services,2014,0,47291,0.113,20362,6157,229,22.33
86,Services,2015,0,54864,0.088,23476,5990,176,22.85
87,Manufacturing,2006,0,64072,0.117,23003,7620,156,14.76
87,Manufacturing,2007,0,50532,0.098,20833,5775,241,15.4
87,Manufacturing,2008,0,51389,0.102,19866,6542,159,17
87,Manufacturing,2009,0,55698,0.082,20245,6858,283,18.34
87,Manufacturing,2010,0,53891,0.125,21370,7449,299,21.22
87,Manufacturing,2011,0,55789,0.057,20918,5767,237,18.96
87,Manufacturing,2012,0,47076,0.102,26398,8955,191,17.93
87,Manufacturing,2013,0,58142,0.127,23400,6002,222,19.9
87,Manufacturing,2014,0,48443,0.065,22634,7581,165,17.87
87,Manufacturing,2015,0,47191,0.082,22433,6892,231,18.73
88,Agriculture,2006,0,41394,0.097,19757,5505,259,13.47
88,Agriculture,2007,0,49543,0.057,19101,5969,193,15.58
88,Agriculture,2008,0,61870,0.063,20074,5346,119,13.55
88,Agriculture,2009,0,43505,0.097,21157,6314,246,13.3
88,Agriculture,2010,0,59134,0.071,19458,5804,178,21.14
88,Agriculture,2011,0,68673,0.093,20973,6898,190,15.28
88,Agriculture,2012,0,53482,0.086,22617,7197,257,15.73
88,Agriculture,2013,0,57688,0.082,23947,7489,164,17.16
88,Agriculture,2014,0,47011,0.084,24012,6445,242,18.82
88,Agriculture,2015,0,51238,0.086,19588,6666,136,17.96
89,Services,2006,0,51967,0.093,19953,5623,184,13.39
89,Services,2007,0,36470,0.088,22903,7084,255,10.94
89,Services,2008,0,52901,0.138,18535,6029,165,15.94
89,Services,2009,0,42534,0.075,18781,5843,98,15.48
89,Services,2010,1,70640,0.087,22409,6395,272,17.6
89,Services,2011,1,67573,0.102,25501,7684,240,20.65
89,Services,2012,1,42614,0.057,22876,6892,223,21.87
89,Services,2013,1,46092,0.086,23145,7099,245,20.34
89,Services,2014,1,50489,0.136,23920,7546,288,19.14
89,Services,2015,1,51964,0.109,23420,7428,333,20.76
90,Manufacturing,2006,0,47084,0.087,18226,6155,195,15.21
90,Manufacturing,2007,0,52297,0.064,18942,5838,186,17.97
90,Manufacturing,2008,0,45946,0.104,20611,6970,158,16.42
90,Manufacturing,2009,0,52880,0.06,22127,6687,186,15.91
90,Manufacturing,2010,0,66075,0.077,22107,6724,226,18.35
90,Manufacturing,2011,0,37375,0.099,23481,6725,99,21.17
90,Manufacturing,2012,0,42335,0.113,22075,5620,302,15.9
90,Manufacturing,2013,0,43213,0.034,21855,6691,215,15.4
90,Manufacturing,2014,0,47426,0.076,19517,5392,236,17.34
90,Manufacturing,2015,0,53037,0.112,20186,5979,232,21.61
